2025-07-02T09:35:29.844111, 5, 319, 1.73 1.66 1.55 2/1352 81934
2025-07-02T09:35:29.848525, 5, 319, 1.73 1.66 1.55 3/1352 81935
2025-07-02T09:35:29.860857, 5, 319, 1.73 1.66 1.55 6/1352 81940
2025-07-02T09:35:29.872418, 5, 319, 1.73 1.66 1.55 2/1352 81944
2025-07-02T09:36:09.814126, 5, 320, 2.05 1.77 1.59 5/1359 82008
2025-07-02T09:36:09.818510, 5, 320, 2.05 1.77 1.59 3/1359 82009
2025-07-02T09:36:09.830148, 5, 320, 2.05 1.77 1.59 2/1359 82014
2025-07-02T09:36:09.840269, 5, 320, 2.05 1.77 1.59 6/1359 82018
2025-07-02T09:43:48.909080, 5, 319, 2.20 1.82 1.64 1/1594 82946
2025-07-02T09:43:48.913090, 5, 319, 2.20 1.82 1.64 2/1594 82947
2025-07-02T09:43:48.924677, 5, 319, 2.20 1.82 1.64 4/1594 82952
2025-07-02T09:43:48.935441, 5, 319, 2.20 1.82 1.64 3/1594 82956
2025-07-02T09:43:49.019658, 5, 319, 2.20 1.82 1.64 3/1594 82961
2025-07-02T09:43:49.138193, 5, 319, 2.20 1.82 1.64 2/1594 82966
2025-07-02T09:43:49.377500, 5, 319, 2.20 1.82 1.64 4/1594 82971
2025-07-02T09:43:49.839322, 5, 319, 2.20 1.82 1.64 1/1593 82976
2025-07-02T09:43:50.328025, 5, 319, 2.34 1.86 1.66 2/1593 82985
2025-07-02T09:43:50.812481, 5, 319, 2.34 1.86 1.66 5/1594 82992
2025-07-02T09:43:51.278706, 5, 319, 2.34 1.86 1.66 1/1594 82999
